scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
gbshr,Green Business Scheme - Haryana,GBSHR,State,Individual,Not specified (state scheme),Haryana,"Business & Entrepreneurship;Banking,Financial Services and Insurance",E-rickshaw;Compressed Air Vehicle;Solar Energy Gadgets;Poly Houses;Loan;Green Business,"Under this scheme, loans of up to ₹2.00 lakhs are provided to Scheduled Caste residents of Haryana for undertaking income-generating activities that help mitigate the greenhouse effect, such as e-rickshaws, compressed air vehicles, solar energy gadgets, polyhouses, and similar eco-friendly ventures.",,1.0,"Green Business Scheme - Haryana. Under this scheme, loans of up to ₹2.00 lakhs are provided to Scheduled Caste residents of Haryana for undertaking income-generating activities that help mitigate the greenhouse effect, such as e-rickshaws, compressed air vehicles, solar energy gadgets, polyhouses, and similar eco-friendly ventures. Category: Business & Entrepreneurship, Banking,Financial Services and Insurance. Tags: E-rickshaw, Compressed Air Vehicle, Solar Energy Gadgets, Poly Houses, Loan, Green Business."
aoftmea,Award of Fellowship to Most Eminent Artist,AOFTMEA,State,Individual,Not specified (state scheme),Gujarat,Sports & Culture,Eminent Artist;Fellowship;Visual Arts;Retired Artists,"The scheme aims to honor senior eminent artists through the provision of financial assistance in the form of a monthly fellowship of ₹5,000/- for one year to support their continued contribution to the field of plastic arts.",,1.0,"Award of Fellowship to Most Eminent Artist. The scheme aims to honor senior eminent artists through the provision of financial assistance in the form of a monthly fellowship of ₹5,000/- for one year to support their continued contribution to the field of plastic arts. Category: Sports & Culture. Tags: Eminent Artist, Fellowship, Visual Arts, Retired Artists."
pssffa,Publication Support Scheme for Fine Arts,PSSFFA,State,Individual,Not specified (state scheme),Gujarat,Sports & Culture,Fine Arts;Book Publication;Artist Grant;Art Institutions,"The scheme ""Publication Support Scheme for Fine Arts"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to encourage the publication of fine arts books through financial assistance provided to artists and art institutions.",,1.0,"Publication Support Scheme for Fine Arts. The scheme ""Publication Support Scheme for Fine Arts"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to encourage the publication of fine arts books through financial assistance provided to artists and art institutions. Category: Sports & Culture. Tags: Fine Arts, Book Publication, Artist Grant, Art Institutions."
scfkikaofhr,PMMSY: Construction of Fish Kiosks Including Kiosks of Aquarium/Ornamental Fish-Haryana,SCFKIKAOFHR,State,Individual,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment;Skills & Employment",Subsidy;Aquarium;Ornamental;Construction;Koisks,"The scheme aims to provide central assistance for the construction of fish kiosks, including those for aquarium/ornamental fish.",,1.0,"PMMSY: Construction of Fish Kiosks Including Kiosks of Aquarium/Ornamental Fish-Haryana. The scheme aims to provide central assistance for the construction of fish kiosks, including those for aquarium/ornamental fish. Category: Agriculture,Rural & Environment, Skills & Employment. Tags: Subsidy, Aquarium, Ornamental, Construction, Koisks."
sfiffwa,"PMMSY: Inputs for fresh water Aquaculture including Composite fish culture, Scampi, Pangasius, Tilapia etc - Haryana",IFFWA,State,Individual,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment;Business & Entrepreneurship",Aquaculture;Fish Farmers;Subsidy;Entrepreneurs,The scheme under Pradhan Mantri Matsya Sampada Yojana (PMMSY) provides input cost subsidy for freshwater aquaculture in newly constructed ponds to expand fisheries production in Haryana.,,1.0,"PMMSY: Inputs for fresh water Aquaculture including Composite fish culture, Scampi, Pangasius, Tilapia etc - Haryana. The scheme under Pradhan Mantri Matsya Sampada Yojana (PMMSY) provides input cost subsidy for freshwater aquaculture in newly constructed ponds to expand fisheries production in Haryana. Category: Agriculture,Rural & Environment, Business & Entrepreneurship. Tags: Aquaculture, Fish Farmers, Subsidy, Entrepreneurs."
apyg,Ambubhai Purani Award,APYG,State,Individual,Not specified (state scheme),Gujarat,Sports & Culture,Gymnasium;Award;Sports,"The scheme ""Ambubhai Purani Award"" by the Sports, Youth and Cultural Activities Department, Gujarat, aims to recognize outstanding contributions in the field of gymnasiums (Akhadas) through the conferment of the Gymnasium Jyotirdhar Ambubhai Purani Award and financial assistance of ₹51,000/-.",,1.0,"Ambubhai Purani Award. The scheme ""Ambubhai Purani Award"" by the Sports, Youth and Cultural Activities Department, Gujarat, aims to recognize outstanding contributions in the field of gymnasiums (Akhadas) through the conferment of the Gymnasium Jyotirdhar Ambubhai Purani Award and financial assistance of ₹51,000/-. Category: Sports & Culture. Tags: Gymnasium, Award, Sports."
mky-gujarat,Manav Kalyan Yojana,MKY-GUJARAT,State,Individual,Not specified (state scheme),Gujarat,Business & Entrepreneurship;Social welfare & Empowerment,Toolkit;Employment;Trade;Artisan;Voucher,"The scheme provides toolkit assistance (e-vouchers) to economically weak individuals (annual income ≤ ₹6,00,000/-) for self-employment in 10 trades like dairy, plumbing, and beauty parlors. Beneficiaries include SC/ST, nomadic tribes, and BPL families.",,1.0,"Manav Kalyan Yojana. The scheme provides toolkit assistance (e-vouchers) to economically weak individuals (annual income ≤ ₹6,00,000/-) for self-employment in 10 trades like dairy, plumbing, and beauty parlors. Beneficiaries include SC/ST, nomadic tribes, and BPL families. Category: Business & Entrepreneurship, Social welfare & Empowerment. Tags: Toolkit, Employment, Trade, Artisan, Voucher."
rehrihr,"Subsidy on Rehri alongwith (Stove, Gas Chulha, Utensil etc.) for the Fish/Fish Product Sale",REHRIHR,State,Individual,Not specified (state scheme),Haryana,Social welfare & Empowerment;Skills & Employment,Fish;Fish Products;Subsidy;Handcart;Scheduled Caste;Fish Farmer,"Under this scheme, financial assistance will be provided for purchase of a handcart along with essential items such as stove, gas chulha, utensils, etc., for fish and fish product sales. A subsidy of 60% on the total project cost of ₹60,000/- will be granted, amounting to ₹36,000/- per beneficiary.",,1.0,"Subsidy on Rehri alongwith (Stove, Gas Chulha, Utensil etc.) for the Fish/Fish Product Sale. Under this scheme, financial assistance will be provided for purchase of a handcart along with essential items such as stove, gas chulha, utensils, etc., for fish and fish product sales. A subsidy of 60% on the total project cost of ₹60,000/- will be granted, amounting to ₹36,000/- per beneficiary. Category: Social welfare & Empowerment, Skills & Employment. Tags: Fish, Fish Products, Subsidy, Handcart, Scheduled Caste, Fish Farmer."
scnpsaahr,PMMSY: Construction of New ponds for Saline /Alkaline areas-Haryana,CNPSAAHR,State,Individual,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment",Construction;Ponds;Fish Crop;Lease,"The scheme aims to expand fisheries in various urban and semi-urban areas. Through this scheme, subsidies for the construction of new ponds and central financial assistance for the initial fish crop on newly constructed ponds are provided to beneficiaries.",,1.0,"PMMSY: Construction of New ponds for Saline /Alkaline areas-Haryana. The scheme aims to expand fisheries in various urban and semi-urban areas. Through this scheme, subsidies for the construction of new ponds and central financial assistance for the initial fish crop on newly constructed ponds are provided to beneficiaries. Category: Agriculture,Rural & Environment. Tags: Construction, Ponds, Fish Crop, Lease."
cngophr,PMMSY: Construction of New Grow Out Ponds - Haryana,CNGOPHR,State,Individual,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment",Subsidy;Fish;Farming;PMMSY;Ponds,"The scheme aims to expand fisheries in various urban and semi-urban areas through the construction of new grow-out ponds. Through this scheme, subsidies are provided for the construction of new grow-out ponds to beneficiaries who are engaged in fisheries.",,1.0,"PMMSY: Construction of New Grow Out Ponds - Haryana. The scheme aims to expand fisheries in various urban and semi-urban areas through the construction of new grow-out ponds. Through this scheme, subsidies are provided for the construction of new grow-out ponds to beneficiaries who are engaged in fisheries. Category: Agriculture,Rural & Environment. Tags: Subsidy, Fish, Farming, PMMSY, Ponds."
chms,C H Muhammedkoya Scholarship,CHMS,State,Individual,Not specified (state scheme),Kerala,Education & Learning,Latin;Christian;Under Graduate;Post Graduate;Hostel;Stipend,"The scheme aims to provide financial assistance to girl students from Muslim, Latin, and converted Christian communities who are natives of Kerala. Through this scheme, scholarships are provided for undergraduate, postgraduate, and professional courses, along with a separate hostel stipend.",,1.0,"C H Muhammedkoya Scholarship. The scheme aims to provide financial assistance to girl students from Muslim, Latin, and converted Christian communities who are natives of Kerala. Through this scheme, scholarships are provided for undergraduate, postgraduate, and professional courses, along with a separate hostel stipend. Category: Education & Learning. Tags: Latin, Christian, Under Graduate, Post Graduate, Hostel, Stipend."
